status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
5281959998_10150979919504999,"Some aspects of the 2016 election aren't open to interpretation (Sorry, Uncle Bill).",Election Facts to Keep Handy for Thanksgiving Dinner Discussion,link,http://www.nytimes.com/2016/11/23/upshot/election-facts-to-keep-handy-for-thanksgiving-dinner-discussion.html?smid=fb-nytimes&smtyp=cur,2016-11-23 15:00:00,41,6,6
5281959998_10150979898784999,"Donald J. Trump says his Thanksgiving will be a working holiday, as his team considers more candidates for administration jobs.",Donald Trump Is Choosing His Cabinet. Here’s the Latest Shortlist.,link,http://www.nytimes.com/interactive/2016/us/politics/donald-trump-administration.html?smid=fb-nytimes&smtyp=cur,2016-11-23 14:40:00,56,51,31
5281959998_10150979886914999,"One child coughed and vomited so violently through the night that her parents thought she wouldn't make it to morning. 20 miles away, another child looked, to his father, like a fish suffocating in the air.","Two Children, One Rich, One Poor, Gasping for Air in Delhi’s Smog",link,http://www.nytimes.com/2016/11/23/world/asia/india-delhi-pollution.html?smid=fb-nytimes&smtyp=cur,2016-11-23 14:20:00,80,15,56
5281959998_10150979862984999,"“Nobody remembers that at 21, I won 21 games,” Ralph Branca once said. “Nobody remembers that at 25, I had 75 wins. All they remember is the homer.”","Ralph Branca, Who Gave Up ‘Shot Heard Round the World,’ Dies at 90",link,http://www.nytimes.com/2016/11/23/sports/baseball/ralph-branca-who-gave-up-shot-heard-round-the-world-dies-at-90.html?smid=fb-nytimes&smtyp=cur,2016-11-23 14:00:00,131,14,75
5281959998_10150979824714999,"When Donald J. Trump takes office, he will have the power to upend the lives of more than 700,000 young people who have grown up in the U.S. after being brought here illegally as children.

Read on in The New York Times Opinion Section.",America Has Room for the Dreamers,link,http://www.nytimes.com/2016/11/23/opinion/america-has-room-for-the-dreamers.html?smid=fb-nytimes&smtyp=cur,2016-11-23 13:40:02,198,68,60
5281959998_10150979761139999,"Life at the end of the world can be lonely. 

Just ask these gauchos, who drive their flocks home once a year to ranches on Isla Grande, at the tip of South America. http://nyti.ms/2gm5XoA

Photos: Tomas Munita for The New York Times",Photos from The New York Times's post,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150979758504999/?type=3,2016-11-23 13:20:01,787,43,96
5281959998_10150979799589999,George Soros says he believes campaign statements from Donald J. Trump and his supporters were “directly responsible” for the recent attacks against immigrants and minorities.,George Soros Pledges $10 Million to Fight Hate Crimes,link,http://www.nytimes.com/2016/11/22/us/politics/george-soros-hate-crimes.html?smid=fb-nytimes&smtyp=cur,2016-11-23 13:00:00,11538,444,1606
5281959998_10150979786119999,"Betsy DeVos and Nikki Haley would be the first women in Donald J. Trump's cabinet, and Dr. Ben Carson would be the first African-American.",Trump Moves Diversify Cabinet; Picks Betsy DeVos for Education,link,http://www.nytimes.com/2016/11/23/us/politics/donald-trump-president-elect.html?smid=fb-nytimes&smtyp=cur,2016-11-23 12:40:00,361,358,96
5281959998_10150979800064999,We're at the Macy's Thanksgiving Day Parade balloon inflation on Thanksgiving Eve to watch Felix The Cat come to life. Comment with your questions and NYT journalists Madison Mills and Alexandra S. Levine will respond to some.,Macy's Thanksgiving Day Parade: Balloon Inflation,video,https://www.facebook.com/nytimes/videos/10150979800064999/,2016-11-23 12:28:10,2826,663,618
5281959998_1784125171804997,"""I'm waiting for a wall to come down on me, which means I've died,"" one Aleppo resident said of hearing an aircraft overhead. http://nyti.ms/2fRpbUT",Searching the Sky for Bombs in Aleppo,video,https://www.facebook.com/nytimes/videos/1784125171804997/,2016-11-23 12:20:00,139,41,159
5281959998_10150979782889999,Learn how to make an easy chocolate cake with NYT journalist Melissa Clark and pastry chef Dave Lebowitz. Leave your questions in the comments.,Video From The New York Times,video,https://www.facebook.com/nytvideo/videos/1784133505137497/,2016-11-23 11:58:35,64,12,0
5281959998_10150979756144999,Elton John's publicist issued a strong denial: “Incorrect. He will NOT be performing.”,"No, Elton John Will Not Perform at the Trump Inauguration",link,http://www.nytimes.com/2016/11/23/arts/music/no-elton-john-will-not-perform-at-the-trump-inauguration.html?smid=fb-nytimes&smtyp=cur,2016-11-23 11:55:00,6097,607,712
5281959998_10150979537864999,Carry only essentials and make copies of all the documents in your wallet.,Taking Your Wallet on Vacation? Here’s How to Keep It Safe,link,http://www.nytimes.com/2016/11/23/travel/safety-taking-your-wallet-on-vacation.html?smid=fb-nytimes&smtyp=cur,2016-11-23 11:40:00,52,9,11
5281959998_10150979642629999,Advertisers say that using models with Down syndrome allows them to communicate their values and connect with customers.,"In Toy Ads and on the Catwalk, Models With Down Syndrome",link,http://www.nytimes.com/2016/11/23/well/family/in-toy-ads-and-on-the-catwalk-models-with-down-syndrome.html?smid=fb-nytimes&smtyp=cur,2016-11-23 11:20:00,289,13,50
5281959998_10150979719779999,Go inside the room for Donald J. Trump's interview with The New York Times. Listen to our audio and read the full transcript.,Audio: Inside the Room With President-Elect Donald Trump,link,http://www.nytimes.com/2016/11/23/podcasts/audio-donald-trump-new-york-times.html?smid=fb-nytimes&smtyp=cur,2016-11-23 10:58:00,179,107,105
5281959998_10150979516629999,"""Would you call me paranoid if I said that there are people who think I'm an alien from another planet?"" Read on in The New York Times Opinion Section.",My Life With Tourette’s Syndrome,link,http://www.nytimes.com/2016/11/23/opinion/my-life-with-tourettes-syndrome.html?smid=fb-nytimes&smtyp=cur,2016-11-23 10:25:00,137,26,48
5281959998_10150979534269999,"""We had no idea that our actions would be interpreted as racist,"" wrote a student accused of harassment after Donald J. Trump's victory.","Those Accused of Postelection Harassment, in Their Own Words",link,http://www.nytimes.com/2016/11/23/us/post-trump-how-people-explain-bias-based-attacks.html?smid=fb-nytimes&smtyp=cur,2016-11-23 09:55:01,624,308,411
5281959998_10150979662169999,"We are in Denver talking with Esme Aguilar, whose home is slated for demolition to make room for a the expansion of a highway. Denver was the fastest growing major city in America last year, but like many urban areas, it has struggled to fold its poorest neighborhoods into its success. NYT reporter Julie Turkewitz will ask Esme your questions about what it is like to be losing her home.",,video,https://www.facebook.com/nytimes/videos/10150979662169999/,2016-11-23 09:41:02,478,305,132
5281959998_10150977488524999,"If the idea of Black Friday shopping stresses you out, we have some tips for you.",How to Save Money (and Hassles) on Your Black Friday Shopping,link,http://www.nytimes.com/2016/11/19/business/how-to-save-money-and-hassles-on-your-black-friday-shopping.html?smid=fb-nytimes&smtyp=cur,2016-11-23 09:25:00,136,67,20
5281959998_10150979615099999,Hillary Clinton's popular vote lead surpassed 2 million overnight.,Hillary Clinton Widens Her Lead as Donald Trump Fills His Cabinet,link,http://www.nytimes.com/2016/11/23/us/politics/donald-trump-transition.html?smid=fb-nytimes&smtyp=cur,2016-11-23 08:55:00,15937,1963,6804
5281959998_10150979589144999,"""He's going to reward those states where the leaders and establishment were out there supporting him,"" a Republican political consultant said about Donald J. Trump.",Donald Trump’s Early Backers in State Government May See Rewards,link,http://www.nytimes.com/2016/11/23/us/politics/donald-trumps-early-backers-in-state-government-may-see-rewards.html?smid=fb-nytimes&smtyp=cur,2016-11-23 08:25:01,106,163,64
5281959998_10150979592864999,The European Parliament is likely to vote to suspend negotiations to bring Turkey into the EU.,Turkey and E.U. Near Breaking Point in Membership Talks,link,http://www.nytimes.com/2016/11/23/world/europe/turkey-eu-membership-talks.html?smid=fb-nytimes&smtyp=cur,2016-11-23 08:02:11,303,61,91
5281959998_10150979575669999,Breaking News: Donald J. Trump chose Gov. Nikki Haley of South Carolina as ambassador to the United Nations. She was an early critic of his run.,Nikki Haley Chosen as U.N. Ambassador,link,http://www.nytimes.com/2016/11/23/us/politics/nikki-haley-donald-trump-un-ambassador.html?smid=fb-nytimes&smtyp=cur,2016-11-23 07:31:04,506,270,162
5281959998_10150979495984999,Questions are being raised about whether Donald J. Trump is exploiting the high profile of the presidency to conduct what could be seen as a promotional tour for the Trump Organization.,"At Donald Trump’s Properties, a Showcase for a Brand and a President-Elect",link,http://www.nytimes.com/2016/11/22/us/politics/trump-tower.html?smid=fb-nytimes&smtyp=cur,2016-11-23 07:25:00,731,438,497
5281959998_10150979520834999,"Donald J. Trump tweeted that he was ""seriously considering"" Dr. Ben Carson to run the Department of Housing and Urban Development.",Donald Trump Plans a Working Holiday as Transition Effort Moves to Florida,link,http://www.nytimes.com/2016/11/23/us/politics/donald-trump-transition.html?smid=fb-nytimes&smtyp=cur,2016-11-23 07:00:40,329,224,85
5281959998_10150979543589999,Daily Briefing: Here's what you need to know today.,"Donald Trump, Global Warming, Facebook: Your Wednesday Briefing",link,http://www.nytimes.com/2016/11/23/briefing/us-briefing-donald-trump-global-warming-facebook.html?smid=fb-nytimes&smtyp=cur,2016-11-23 06:34:01,323,54,23
5281959998_10150979496819999,"""A lot of people in the gun rights community can breathe again,"" said a retired Army sergeant.",Trump’s Win Emboldens Gun Advocates,link,http://www.nytimes.com/2016/11/22/us/gun-supporters-trump.html?smid=fb-nytimes&smtyp=cur,2016-11-23 05:55:00,245,365,91
5281959998_10150979500244999,"The smallest of the Disney resorts will put the film ""Frozen"" and Marvel superheroes at the center of new attractions.","Hong Kong Disneyland, Seeking Return to Profit, Plans $1.4 Billion Upgrade",link,http://www.nytimes.com/2016/11/22/business/media/disney-hong-kong-resort-upgrade.html?smid=fb-nytimes&smtyp=cur,2016-11-23 05:25:00,187,34,33
5281959998_10150978716709999,You don't need to wait until Thanksgiving to make one of these recipes. (via The New York Times Food),18 of Our Best Brussels Sprouts Recipes for Thanksgiving,link,http://cooking.nytimes.com/68861692/1851870-18-of-our-best-brussels-sprouts-recipes-for-thanksgiving?smid=fb-nytimes&smtyp=cur,2016-11-23 04:55:00,195,30,114
5281959998_10150979474369999,2 wealthy Qatari sisters were held up by highway robbers in Paris.,Paris Highway Robbers Target Qatari Sisters in $5.3 Million Heist,link,http://www.nytimes.com/2016/11/22/world/europe/paris-highway-robbers-target-qatari-sisters-in-5-3-million-heist.html?smid=fb-nytimes&smtyp=cur,2016-11-23 03:55:58,70,18,15
5281959998_10150979362289999,"Once again, President-elect Donald J. Trump seems to have gone out of his way to embarrass the British government.",U.K. Rejects Donald Trump’s Call for Nigel Farage to Be Made Ambassador,link,http://www.nytimes.com/2016/11/22/world/europe/uk-donald-trump-nigel-farage.html?smid=fb-nytimes&smtyp=cur,2016-11-23 03:25:00,2488,436,704
5281959998_10150978522769999,"2 Times journalists are in northern Iraq covering the Mosul offensive and the intensifying humanitarian crisis surrounding it. More civilians than ever are taking the risk of evacuation. 

Scenes from the front lines: http://nyti.ms/2gybdse 

Photo: Sergey Ponomarev Photography for The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150978522769999/?type=3,2016-11-23 02:55:00,524,38,67
5281959998_10150979373194999,"Donald J. Trump's foundation acknowledged that it may have run afoul of self-dealing rules, according to its 2015 tax filing.",Trump Foundation May Have Used Money to Benefit One of Its Own,link,http://www.nytimes.com/2016/11/22/us/politics/donald-trump-foundation.html?smid=fb-nytimes&smtyp=cur,2016-11-23 01:55:00,1201,373,763
5281959998_10150979270699999,The choice of Dr. Ben Carson may suggest that Donald J. Trump is seeking diversity in an administration that has started off predominantly white and male.,Donald Trump Close to Picking Ben Carson as Housing Secretary,link,http://www.nytimes.com/2016/11/22/us/politics/donald-trump-close-to-picking-ben-carson-as-housing-secretary.html?smid=fb-nytimes&smtyp=cur,2016-11-23 01:35:00,606,1198,371
5281959998_10150979350359999,2 well-heeled Qatari sisters were robbed of $5.3 million after their chauffeur-driven Bentley was forced off a highway near Paris.,Paris Highway Robbers Target Qatari Sisters in $5.3 Million Heist,link,http://www.nytimes.com/2016/11/22/world/europe/paris-highway-robbers-target-qatari-sisters-in-5-3-million-heist.html?smid=fb-nytimes&smtyp=cur,2016-11-23 01:10:00,141,79,29
5281959998_10150979396324999,Here is the full transcript of Donald J. Trump's interview with The New York Times.,Donald Trump’s New York Times Interview: Full Transcript,link,http://www.nytimes.com/2016/11/23/us/politics/trump-new-york-times-interview-transcript.html?smid=fb-nytimes&smtyp=cur,2016-11-23 00:48:39,2766,1243,3942
5281959998_10150979334219999,The checkered history of benefits and risks suggests caution.,"Which Supplements, if Any, May Be Worth Your Money",link,http://www.nytimes.com/2016/11/21/well/live/which-supplements-if-any-may-be-worth-your-money.html?smid=fb-nytimes&smtyp=cur,2016-11-23 00:25:01,188,26,98
5281959998_10150979266619999,President Obama is on pace to be the first president in a half-century to leave office with a smaller federal prison population than the one he inherited.,"After Obama Push for Clemency, Hints of Reversal Likely to Come",link,http://www.nytimes.com/2016/11/22/us/politics/obama-commutations-criminal-justice-trump.html?smid=fb-nytimes&smtyp=cur,2016-11-22 23:55:00,12572,226,601
5281959998_10150979363849999,"As global warming heats up the Arctic, algae production is way up, and scientists don't know what that will mean.","Global Warming Alters Arctic Food Chain, Scientists Say, With Unforeseeable Results",link,http://www.nytimes.com/2016/11/22/science/global-warming-alters-arctic-food-chain.html?smid=fb-nytimes&smtyp=cur,2016-11-22 23:42:08,474,99,444
5281959998_10150979310909999,"""Donald J. Trump clearly learns by talking to people, not reading,"" Thomas Friedman writes. ""Trump may be — may be — persuadable on some key issues."" Read on in The New York Times Opinion Section.","At Lunch, Donald Trump Gives Critics Hope",link,http://www.nytimes.com/2016/11/22/opinion/at-lunch-donald-trump-gives-critics-hope.html?smid=fb-nytimes&smtyp=cur,2016-11-22 23:25:00,980,384,194
5281959998_10150979326024999,"President Obama: “It’s useful, when you think about this incredible collection of people, to realize this is what makes us the greatest nation on earth. Not because of our differences, but because in our differences we find something in common to share. And what a glorious gift that is.”",Obama Awards His Last Presidential Medals of Freedom,link,http://www.nytimes.com/2016/11/22/us/politics/presidential-medal-freedom-springsteen-jordan-degeneres.html?smid=fb-nytimes&smtyp=cur,2016-11-22 22:55:40,26647,361,1590
5281959998_10150979289199999,"""It was alarming to confront how thinly thought through many of Donald J. Trump's stances actually are,"" the Editorial Board writes in The New York Times Opinion Section.",Questioning Donald Trump,link,http://www.nytimes.com/2016/11/22/opinion/questioning-donald-trump.html?smid=fb-nytimes&smtyp=cur,2016-11-22 22:25:14,8203,984,2587
5281959998_10150979260099999,NYC's Hudson River has a resident humpback whale.,A Whale Takes Up Residence in the Hudson River,link,http://www.nytimes.com/2016/11/22/nyregion/humpback-whale-hudson-river-manhattan.html?smid=fb-nytimes&smtyp=cur,2016-11-22 21:55:00,37872,1522,7759
5281959998_10150979145099999,The holiday season is a good time for a reminder that alcohol can do bad things to the brain. Running can help.,Jogging the Brain,link,http://www.nytimes.com/2016/11/22/well/move/jogging-the-brain.html?smid=fb-nytimes&smtyp=cur,2016-11-22 21:42:03,686,75,250
5281959998_10150979243624999,"“The Times is a great, great American jewel,” Donald J. Trump declared as he prepared to leave The New York Times.",Less Defiant Trump at The Times: ‘I Hope We Can All Get Along’,link,http://www.nytimes.com/2016/11/22/business/media/donald-trump-new-york-times.html?smid=fb-nytimes&smtyp=cur,2016-11-22 21:20:00,351,243,119
5281959998_10150979137329999,"President Barack Obama presented Kareem Abdul-Jabbar with the 2016 Presidential Medal of Freedom today at the White House. http://nyti.ms/2fDs8pb

Photo: Stephen Crowley/The New York Times","Instagram photo by Stephen Crowley • Nov 22, 2016 at 11:44pm UTC",link,https://www.instagram.com/p/BNIZ20FhhZT/,2016-11-22 20:55:00,7332,137,359
5281959998_10150979163864999,Facebook is considering using software that involves censorship of content to help it get into China.,Facebook Said to Create Censorship Tool to Get Back Into China,link,http://www.nytimes.com/2016/11/22/technology/facebook-censorship-tool-china.html?smid=fb-nytimes&smtyp=cur,2016-11-22 20:25:00,413,158,330
5281959998_10150979160099999,"Frank Bruni: ""I had just shaken the president-elect’s normal-size hand and he was moving on to the next person when he wheeled around, took a half step back, touched my arm and looked me in the eye anew.

'I’m going to get you to write some good stuff about me,' Donald J. Trump said.” Read on in The New York Times Opinion Section.",Donald Trump’s Demand for Love,link,http://www.nytimes.com/2016/11/22/opinion/donald-trumps-demand-for-love.html?smid=fb-nytimes&smtyp=cur,2016-11-22 19:55:01,3743,842,1556
5281959998_10150978583339999,Most people know Jack London as a prolific writer. Few know him as a photographer.,Rarely Seen Photos by Jack London,link,http://lens.blogs.nytimes.com/2016/11/22/rarely-seen-photos-by-jack-london/?smid=fb-nytimes&smtyp=cur,2016-11-22 19:25:00,577,26,177
5281959998_10150979112624999,"A Wisconsin redistricting plan that favored Republicans was found to be an unconstitutional partisan gerrymander, the first such ruling in 3 decades.",Judges Find Wisconsin Redistricting Unfairly Favored Republicans,link,http://www.nytimes.com/2016/11/21/us/wisconsin-redistricting-found-to-unfairly-favor-republicans.html?smid=fb-nytimes&smtyp=cur,2016-11-22 18:55:01,14816,780,5442
5281959998_10150979088024999,"A backlash brews as Donald J. Trump backs away from ""locking her up.""",Decision to Pull Back on Case Against Clinton Provokes Backlash,link,http://www.nytimes.com/2016/11/22/us/politics/donald-trump-transition.html?smid=fb-nytimes&smtyp=cur,2016-11-22 18:25:13,2931,1130,999
5281959998_10150979078904999,"Donald J. Trump met with New York Times editors, reporters and opinion writers. Here are some of the issues they discussed.",,video,https://www.facebook.com/nytimes/videos/10150979078904999/,2016-11-22 17:56:05,751,210,261
5281959998_10150978414849999,Low-fat milk may not be the best option for kids.,Regular Milk May Beat Low Fat for Kids,link,http://www.nytimes.com/2016/11/22/well/eat/regular-milk-may-beat-low-fat-for-kids.html?smid=fb-nytimes&smtyp=cur,2016-11-22 17:25:00,616,101,277
5281959998_10150978588139999,Phone calls are more effective than emails. And they're way more effective than Facebook or Twitter rants.,"Why You Should Call, Not Email, Your Legislators",link,http://nyti.ms/2flWawQ,2016-11-22 16:55:00,14219,262,8890
5281959998_10150977382884999,Cheesy potatoes. Need we say more? (via The New York Times Food),Vermont Cheddar Mashed Potatoes Recipe,link,http://cooking.nytimes.com/recipes/1016914-vermont-cheddar-mashed-potatoes?smid=fb-nytimes&smtyp=cur,2016-11-22 16:55:00,571,47,208
5281959998_10150978996329999,"Donald J. Trump, on prosecuting Hillary Clinton: ""It’s just not something that I feel very strongly about.""",Donald Trump’s New York Times Interview in 12 Tweets,link,http://nyti.ms/2ghCJaP,2016-11-22 16:25:00,1948,595,758
5281959998_10150978972834999,"Tennis players say hearing the ball is crucial. Then how does this teenager, who's deaf, keep climbing pro rankings?","For Deaf Tennis Player, Sound Is No Barrier",link,http://www.nytimes.com/2016/11/22/sports/tennis/deaf-player-lee-duck-hee-south-korea.html?smid=fb-nytimes&smtyp=cur,2016-11-22 15:54:52,804,54,129
5281959998_10150978983259999,"We're in Borough Park, Brooklyn with Esther Pinkesz, a bartender and member of an Orthodox Hasidic Jewish family that supported Donald Trump in the election. A mostly Hasidic neighborhood, Borough Park voted for Donald J. Trump by a landslide, while its neighbor, Sunset Park, voted for Hillary Clinton. NYT journalist Deborah Acosta discusses this nearby clash of views with Esther and takes your questions. #letstalk",Let's Talk: Esther Pinkesz from Borough Park,video,https://www.facebook.com/nytimes/videos/10150978983259999/,2016-11-22 15:52:37,864,4209,229
5281959998_10150978957039999,"He wants to convince the rest of Russia that its image of him is all wrong. So he's starring in a reality TV show, borrowing from Donald J. Trump's playbook.","A Warlord’s Cuddly Makeover, With a Nod to Donald Trump",link,http://nyti.ms/2g0aKeW,2016-11-22 15:25:00,64,18,17
5281959998_10150978569984999,It's too early to say that the sky is falling on the press. But it’s darkening.,Billionaires vs. the Press in the Era of Trump,link,http://nyti.ms/2flJuGf,2016-11-22 14:55:02,796,276,562
5281959998_10150978855369999,"Donald J. Trump just departed from his meeting with journalists at The New York Times. Carolyn Ryan, the politics editor, is here to discuss what was said. Tweets sent out by Times reporters during the meeting are being shown on screen. Ask your questions, and Carolyn will answer some.",Live After NYT Meeting with Donald Trump,video,https://www.facebook.com/nytimes/videos/10150978855369999/,2016-11-22 14:44:46,2503,2091,874
5281959998_10150978515529999,"As the military campaign to retake Mosul continues, more civilians than ever are fleeing. For those who have been able to reach aid camps, there has been an initial glimpse of hope. http://nyti.ms/2gybdse

Photo: Sergey Ponomarev Photography for The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150978515529999/?type=3,2016-11-22 14:25:00,149,25,26
5281959998_10150978760404999,"In an exclusive Times interview, Donald J. Trump stepped away from criticism of Hillary Clinton and climate deals. But he dug in on his business interests.",Trump Retreats From Some of His Extreme Positions,link,http://www.nytimes.com/2016/11/22/us/politics/donald-trump-visit.html?smid=fb-nytimes&smtyp=cur,2016-11-22 14:01:49,3391,1078,1321
5281959998_10150978610264999,"His fear for Standing Rock: ""There's so much to do along the river. And if the oil line pipe goes through and breaks, there's going to be no more of that.""",One Man's Fear for Standing Rock,video,https://www.facebook.com/nytimes/videos/10150978610264999/,2016-11-22 13:55:00,754,32,272
5281959998_10150978739439999,We're at a marijuana dispensary in Denver. Leave your questions in the comments and NYT reporter Jack Healy will ask some.,Video From The New York Times,video,https://www.facebook.com/nytvideo/videos/1783798241837690/,2016-11-22 13:47:11,78,24,0
5281959998_10150978722129999,"The highlights from Donald J. Trump's meeting with Times reporters and editors so far.

The latest updates: http://nyti.ms/2gyEN0Z",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150978722129999/?type=3,2016-11-22 13:34:27,1480,581,464
5281959998_10150978696009999,Donald J. Trump met with New York Times editors and reporters. Here's a look at what he said.,Donald Trump at The New York Times: Live Updates,link,http://nyti.ms/2gh9nK2,2016-11-22 13:12:52,1003,331,493
5281959998_10150978529834999,They're flocking to cities in the South and on the coasts.,The States That College Graduates Are Most Likely to Leave,link,http://nyti.ms/2fZl4UI,2016-11-22 12:55:00,1070,116,357
5281959998_10150978538599999,"Exxon Mobil was founded by a Rockefeller. Today, it's accusing the Rockefellers of conspiring against it over climate change.",Exxon Mobil Accuses the Rockefellers of a Climate Conspiracy,link,http://nyti.ms/2gGGXfG,2016-11-22 12:25:02,416,63,233
5281959998_10150978580704999,"This recipe, scrawled by Marilyn Monroe on letterhead from an insurance company, suggested that she not only cooked, but cooked confidently and with flair. (via The New York Times Food)",Marilyn Monroe’s Stuffing Recipe,link,http://cooking.nytimes.com/recipes/1013344-marilyn-monroes-stuffing?smid=fb-nytimes&smtyp=cur,2016-11-22 12:10:01,565,66,254
5281959998_10150978493914999,Your phone is pretty gross. That’s why scientists say they can use it to learn a lot about you.,"Your Phone Carries Chemical Clues About You, but There Are Limits to Using Them",link,http://nyti.ms/2ggIpCb,2016-11-22 11:55:00,82,17,29
5281959998_10150978425149999,"""Breitbart mostly uses its culture pages to aim spitballs at Hollywood lefties,"" Amanda Hess writes.",How Conservative Sites Turn Celebrity Despair on Its Head,link,http://www.nytimes.com/2016/11/22/arts/how-conservative-sites-turn-celebrity-despair-on-its-head.html?smid=fb-nytimes&smtyp=cur,2016-11-22 11:25:00,157,99,32
5281959998_10150978486784999,"This is a school of immigrants, in a city of immigrants, in a country of immigrants. So the aftermath of the election has been a delicate dance.","At a School of Immigrants, Challenges Reach Far Beyond the Classroom",link,http://nyti.ms/2flHs9f,2016-11-22 10:55:01,457,79,100
5281959998_10150978470744999,"At 6 a.m. ET, Donald J. Trump said he was canceling a meeting with The Times because the ground rules had changed. Hours later, the meeting was back on.","Trump, at New York Times Meeting, Is Cordial and Critical",link,http://nyti.ms/2gi56oX,2016-11-22 10:23:39,1593,1219,821
5281959998_10150978442274999,"Donald J. Trump won't pursue investigations of Hillary Clinton's email server or the Clinton Foundation when he becomes president, a top aide said.",Trump Drops Threat of New Hillary Clinton Investigation,link,http://nyti.ms/2fBAIVu,2016-11-22 10:00:47,2204,1038,1149
5281959998_10150978429379999,"The bus driver was driving ""well above the posted speed limit of 30 miles per hour,"" officials said.","Chattanooga School Bus Speeding Before Deadly Crash, Officials Say",link,http://www.nytimes.com/2016/11/22/us/chattanooga-school-bus-crash.html?smid=fb-nytimes&smtyp=cur,2016-11-22 09:55:01,123,67,82
5281959998_10150978412584999,"The Mexican government should oppose the construction of the wall that was so central to Donald J. Trump's campaign, Jorge G. Castañeda writes in The New York Times Opinion Section.",Mexico Can Stand Up to Trump,link,http://www.nytimes.com/2016/11/22/opinion/mexico-can-stand-up-to-trump.html?smid=fb-nytimes&smtyp=cur,2016-11-22 09:28:26,1080,255,181
5281959998_10150978232324999,"If Donald J. Trump continues, once inaugurated, to profit from transactions with companies controlled by foreign governments, he may run afoul of the Emoluments Clause.",Donald Trump’s Business Dealings Test a Constitutional Limit,link,http://www.nytimes.com/2016/11/21/us/politics/donald-trump-conflict-of-interest.html?smid=fb-nytimes&smtyp=cur,2016-11-22 08:55:00,3453,563,1992
5281959998_10150978306954999,Fake news sites said this pizzeria was part of a child abuse ring linked to Hillary Clinton. None of it was true.,Fact Check: This Pizzeria Is Not a Child-Trafficking Site,link,http://www.nytimes.com/2016/11/21/technology/fact-check-this-pizzeria-is-not-a-child-trafficking-site.html?smid=fb-nytimes&smtyp=cur,2016-11-22 08:25:00,1270,490,880
5281959998_10150978300309999,"Donald J. Trump should speak up against white nationalists instead of admonishing the cast of ""Hamilton: An American Musical,"" the Editorial Board writes in The New York Times Opinion Section.","Donald Trump Rages, at the Wrong Target",link,http://www.nytimes.com/2016/11/22/opinion/donald-trump-rages-at-the-wrong-target.html?smid=fb-nytimes&smtyp=cur,2016-11-22 07:55:00,44865,1599,11449
5281959998_10150978251839999,"The outcry came after white nationalists shouted ""Hail victory!"" at an alt-right conference.",Civil Rights Groups Call on Trump to Denounce Racism of Alt-Right,link,http://www.nytimes.com/2016/11/21/us/politics/alt-right-trump.html?smid=fb-nytimes&smtyp=cur,2016-11-22 07:25:00,4448,552,921
5281959998_10150978259254999,"""Each day, dozens of families pick their way out, some carrying white flags even as they come under mortar or sniper fire from the Islamic State.""",Scenes of Flight From Mosul’s Front Lines,link,http://www.nytimes.com/2016/11/22/world/middleeast/iraq-civilians-flee-mosul.html?smid=fb-nytimes&smtyp=cur,2016-11-22 06:55:01,172,37,74
5281959998_10150978289559999,Daily Briefing: Here's what you need to know today.,"Presidential Transition, Mosul, Standing Rock: Your Tuesday Briefing",link,http://www.nytimes.com/2016/11/22/briefing/us-briefing-presidential-transition-mosul-standing-rock.html?smid=fb-nytimes&smtyp=cur,2016-11-22 06:30:16,93,29,30
5281959998_10150978237834999,"Governor Chris Christie's dismissal from Donald J. Trump's transition team was weeks in the making, according to sources.","Grievances and Grumblings, Long Before Chris Christie’s Fall in Donald Trump’s Circle",link,http://www.nytimes.com/2016/11/21/nyregion/grievances-and-grumblings-long-before-chris-christies-fall-in-donald-trumps-circle.html?smid=fb-nytimes&smtyp=cur,2016-11-22 05:55:00,469,192,95
5281959998_10150978234784999,Grave No. 38487 holds the body of a 4-year-old girl who died after a shell containing sulfur mustard agent hit her home in Syria.,"ISIS Used Chemical Arms at Least 52 Times in Syria and Iraq, Report Says",link,http://www.nytimes.com/2016/11/21/world/middleeast/isis-chemical-weapons-syria-iraq-mosul.html?smid=fb-nytimes&smtyp=cur,2016-11-22 05:24:40,254,66,188
5281959998_10150977160654999,So what does the British government say about Brexit plans? As little as possible.,Why U.K. Is Struggling to Find the Path to ‘Brexit’,link,http://www.nytimes.com/2016/11/22/world/europe/uk-brexit.html?smid=fb-nytimes&smtyp=cur,2016-11-22 04:55:00,164,63,48
5281959998_10150978223949999,"""We cannot buy things from nearby shops anymore because they don't have bills of higher denomination.""",Indians Describe Life After Narendra Modi’s Currency Ban,link,http://www.nytimes.com/2016/11/21/world/asia/india-narendra-modi-currency-ban.html?smid=fb-nytimes&smtyp=cur,2016-11-22 04:25:00,263,56,55
